PID,Số tiền trung bình bạn trả cho một lần mua hàng:,Giới tính của bạn,Độ tuổi của bạn,Tình trạng hôn nhân của bạn,Số thành viên là con cái trong gia đình của bạn,Ngành nghề của bạn:,Mức thu nhập tháng của bạn nằm trong khoảng,Products
PID030,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID030,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID030,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID031,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Trái cây
PID031,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID032,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID032,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID032,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID032,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID033,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu,Rau củ
PID033,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu, Thuỷ hải sản tươi
PID033,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,Rau củ
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Trái cây
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Bánh kẹo
PID034,500.000 – 700.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID035,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID035,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID035,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID035,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID036,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID037,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID037,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID037,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID037,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thuỷ hải sản tươi
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu,Trái cây
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID038,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID039,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID039,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID039,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID039,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID040,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID041,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,Bánh kẹo
PID041,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,Trái cây
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu, Thực phẩm đông lạnh
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID042,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID043,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID043,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID044,300.000 – 500.000 VND,Nữ,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID044,300.000 – 500.000 VND,Nữ,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Thuỷ hải sản tươi
PID044,300.000 – 500.000 VND,Nữ,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Thực phẩm đông lạnh
PID045,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID045,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID045,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID046,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID046,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Thực phẩm đông lạnh
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID047,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID048,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID048,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID049,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Trái cây
PID049,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID049,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID050,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Thực phẩm đông lạnh
PID050,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID051,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,Dưới 5 triệu,Rau củ
PID051,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,Dưới 5 triệu, Trái cây
PID052,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,Rau củ
PID052,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Trái cây
PID052,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID052,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID052,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID053,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Trái cây
PID053,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID053,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thuỷ hải sản tươi
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID054,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID055,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID055,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID056,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID056,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID057,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID057,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID057,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID058,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID058,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID058,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID059,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID059,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID059,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID059,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID059,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thuỷ hải sản tươi
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thực phẩm đông lạnh
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID060,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
